,latitude,longitude,brightness,acq_date,satellite,confidence,frp,fire_type
9891,-11.9713,142.4631,331.4,2019-08-19,Terra,84,27.2,0
9892,-11.9728,142.4734,320.7,2019-08-19,Terra,56,12.0,0
9893,-12.4223,142.1838,322.3,2019-08-19,Terra,72,13.7,0
9894,-12.7918,141.9369,324.5,2019-08-19,Terra,76,18.4,0
9895,-12.7935,141.9476,315.3,2019-08-19,Terra,44,7.5,0
9896,-13.0328,141.8357,314.7,2019-08-19,Terra,30,6.6,0
9897,-13.0344,141.8465,320.8,2019-08-19,Terra,60,12.9,0
9898,-13.5643,143.0073,318.3,2019-08-19,Terra,59,7.9,0
9899,-13.5558,142.8906,317.8,2019-08-19,Terra,64,8.4,0
9900,-13.5573,142.9002,314.0,2019-08-19,Terra,50,5.0,0
9901,-13.572,142.9963,315.8,2019-08-19,Terra,26,5.3,0
9902,-13.5635,142.8795,327.2,2019-08-19,Terra,79,18.0,0
9903,-14.0985,143.6138,319.8,2019-08-19,Terra,33,7.5,0
9904,-14.0999,143.623,322.2,2019-08-19,Terra,58,10.4,0
9905,-14.1799,143.4812,317.1,2019-08-19,Terra,62,7.1,0
9906,-14.1813,143.4905,333.9,2019-08-19,Terra,85,26.5,0
9907,-14.1897,143.5462,327.7,2019-08-19,Terra,79,17.9,0
9908,-14.1911,143.5555,343.1,2019-08-19,Terra,91,40.8,0
9909,-14.4244,144.2586,315.4,2019-08-19,Terra,32,5.4,0
9910,-15.0661,141.6819,373.1,2019-08-19,Terra,100,142.0,0
9911,-15.0677,141.6924,384.6,2019-08-19,Terra,100,196.4,0
9912,-15.0694,141.7029,366.8,2019-08-19,Terra,100,113.8,0
9913,-15.071,141.7134,328.6,2019-08-19,Terra,77,18.8,0
9914,-15.0773,141.6909,352.3,2019-08-19,Terra,96,68.4,0
9915,-15.0789,141.7013,355.7,2019-08-19,Terra,97,76.1,0
9916,-15.0805,141.7118,330.9,2019-08-19,Terra,80,22.0,0
9917,-15.082,141.6942,337.4,2019-08-19,Terra,86,32.8,0
9918,-15.0837,141.7047,331.5,2019-08-19,Terra,80,22.9,0
9919,-16.3318,144.6573,325.4,2019-08-19,Terra,69,14.2,0
9920,-16.3332,144.6668,331.0,2019-08-19,Terra,83,21.9,0
9921,-16.3396,144.6465,323.2,2019-08-19,Terra,75,11.8,0
9922,-16.3409,144.656,337.8,2019-08-19,Terra,88,32.4,0
9923,-16.3423,144.6655,322.4,2019-08-19,Terra,74,11.8,0
9924,-16.8563,142.2394,358.0,2019-08-19,Terra,93,76.1,0
9925,-17.3486,145.419,327.7,2019-08-19,Terra,81,27.3,0
9926,-17.358,145.4177,316.0,2019-08-19,Terra,64,13.7,0
9927,-16.0461,136.4949,327.8,2019-08-19,Terra,80,66.6,0
9928,-16.062,136.5844,315.8,2019-08-19,Terra,25,18.6,0
9929,-16.0595,136.4923,341.6,2019-08-19,Terra,90,136.9,0
9930,-16.0532,136.4865,344.8,2019-08-19,Terra,92,160.3,0
9931,-16.0574,136.5091,319.3,2019-08-19,Terra,56,31.6,0
9932,-16.0697,136.5759,319.5,2019-08-19,Terra,69,32.8,0
9933,-16.0667,136.484,319.7,2019-08-19,Terra,69,34.1,0
9934,-16.0708,136.5066,318.0,2019-08-19,Terra,59,27.3,0
9935,-17.4914,145.2614,320.0,2019-08-19,Terra,71,13.1,0
9936,-16.1651,136.3649,345.7,2019-08-19,Terra,93,171.2,0
9937,-16.1692,136.3878,329.5,2019-08-19,Terra,82,73.9,0
9938,-16.1786,136.3623,370.1,2019-08-19,Terra,100,407.1,0
9939,-16.1827,136.3851,345.1,2019-08-19,Terra,92,164.6,0
9940,-16.1951,136.4534,321.4,2019-08-19,Terra,72,39.9,0
9941,-16.185,136.3541,316.5,2019-08-19,Terra,60,23.2,0
9942,-16.1893,136.377,328.6,2019-08-19,Terra,81,69.5,0
9943,-16.4601,136.7515,337.3,2019-08-19,Terra,88,104.9,0
9944,-16.4638,136.7725,324.4,2019-08-19,Terra,77,46.6,0
9945,-16.4563,136.7454,323.1,2019-08-19,Terra,75,44.0,0
9946,-16.4602,136.7665,333.9,2019-08-19,Terra,85,86.1,0
9947,-16.5292,136.7746,346.4,2019-08-19,Terra,93,155.7,0
9948,-16.5329,136.7956,317.7,2019-08-19,Terra,57,24.5,0
9949,-16.5422,136.7722,331.3,2019-08-19,Terra,83,75.6,0
9950,-16.5459,136.7931,319.6,2019-08-19,Terra,70,31.5,0
9951,-16.5392,136.7668,321.7,2019-08-19,Terra,57,36.7,0
9952,-16.5431,136.7877,324.9,2019-08-19,Terra,75,47.0,0
9953,-16.5952,136.7779,339.4,2019-08-19,Terra,89,114.5,0
9954,-16.5989,136.7987,320.8,2019-08-19,Terra,72,34.6,0
9955,-20.739,139.4785,324.4,2019-08-19,Terra,75,24.5,2
9956,-24.5149,151.7686,323.1,2019-08-19,Terra,77,115.2,0
9957,-24.5224,151.7616,315.4,2019-08-19,Terra,65,67.6,0
9958,-24.5252,151.7974,309.8,2019-08-19,Terra,37,39.0,0
9959,-24.4009,145.4793,310.8,2019-08-19,Terra,50,5.5,0
9960,-25.8869,150.9867,310.8,2019-08-19,Terra,58,39.0,0
9961,-25.8976,150.9783,309.6,2019-08-19,Terra,37,31.7,0
9962,-26.147,150.3387,329.4,2019-08-19,Terra,84,123.5,0
9963,-26.1497,150.3692,308.9,2019-08-19,Terra,33,29.2,0
9964,-26.1464,150.3333,325.3,2019-08-19,Terra,81,102.7,0
9965,-26.1489,150.3636,316.0,2019-08-19,Terra,70,59.6,0
9966,-27.6011,149.101,333.9,2019-08-19,Terra,87,114.2,0
9967,-27.6033,149.1266,342.5,2019-08-19,Terra,92,169.4,0
9968,-27.615,149.0995,317.6,2019-08-19,Terra,73,45.5,0
9969,-27.6173,149.1252,328.0,2019-08-19,Terra,83,89.3,0
9970,-27.7608,150.4544,314.4,2019-08-19,Terra,56,51.4,0
9971,-27.7729,150.4478,310.6,2019-08-19,Terra,57,38.2,0
9972,-27.7754,150.4802,309.3,2019-08-19,Terra,45,32.6,0
9973,-27.8942,148.3539,314.5,2019-08-19,Terra,69,24.5,0
9974,-28.781,148.1705,315.0,2019-08-19,Terra,41,23.5,0
9975,-28.7942,148.169,321.4,2019-08-19,Terra,77,44.1,0
9976,-28.7964,148.1923,310.4,2019-08-19,Terra,34,12.2,0
9977,-31.6753,147.0654,315.7,2019-08-19,Terra,76,32.8,0
9978,-33.1995,146.5143,300.3,2019-08-19,Terra,35,11.4,0
9979,-32.6462,146.2355,303.2,2019-08-19,Terra,52,18.4,0
9980,-33.9513,146.3895,307.0,2019-08-19,Terra,64,23.6,0
9981,-33.7408,141.9944,301.3,2019-08-19,Terra,46,4.1,0
9982,-16.2231,126.1754,339.0,2019-08-19,Terra,88,113.7,0
9983,-28.3566,115.0347,324.0,2019-08-19,Terra,82,20.4,0
9984,-28.3582,115.0451,315.5,2019-08-19,Terra,74,11.8,0
9985,-29.8408,116.5432,302.3,2019-08-19,Terra,30,3.2,0
9986,-29.8498,116.5415,305.0,2019-08-19,Terra,60,4.9,0
9987,-32.4211,116.1485,323.3,2019-08-19,Terra,82,23.4,0
9988,-31.9059,115.8142,301.1,2019-08-19,Terra,33,2.9,2
9989,-32.4196,116.1377,323.3,2019-08-19,Terra,72,23.5,0
9990,-33.9561,146.3946,309.8,2019-08-19,Aqua,69,63.2,0
9991,-32.6606,146.2038,300.3,2019-08-19,Aqua,30,22.6,0
9992,-32.6524,146.2106,306.0,2019-08-19,Aqua,61,40.0,0
9993,-33.9583,146.3553,306.7,2019-08-19,Aqua,64,51.8,0
9994,-32.6582,146.243,300.3,2019-08-19,Aqua,27,21.1,0
9995,-29.8195,152.7489,322.4,2019-08-19,Aqua,80,22.1,0
9996,-29.8899,149.7335,311.8,2019-08-19,Aqua,50,15.8,0
9997,-29.8846,149.7461,318.2,2019-08-19,Aqua,74,30.4,0
9998,-29.3342,152.3985,321.2,2019-08-19,Aqua,53,23.1,0
9999,-29.0931,150.0449,312.1,2019-08-19,Aqua,62,13.1,0
10000,-28.4388,152.9158,316.2,2019-08-19,Aqua,66,12.9,0
10001,-28.429,152.9139,317.7,2019-08-19,Aqua,74,15.6,0
10002,-28.7924,148.1534,312.9,2019-08-19,Aqua,61,18.0,0
10003,-28.7903,148.178,312.9,2019-08-19,Aqua,61,17.3,0
10004,-31.6609,152.1105,328.3,2019-08-19,Aqua,86,47.1,0
10005,-31.6626,152.0943,305.5,2019-08-19,Aqua,43,11.0,0
10006,-31.5076,152.485,318.8,2019-08-19,Aqua,50,21.3,0
10007,-31.5092,152.4706,322.2,2019-08-19,Aqua,65,26.2,0
10008,-31.5029,152.4784,352.9,2019-08-19,Aqua,97,100.1,0
10009,-31.4925,152.4764,334.1,2019-08-19,Aqua,89,48.3,0
10010,-31.4376,152.8648,348.1,2019-08-19,Aqua,95,81.2,2
10011,-31.4392,152.8512,350.3,2019-08-19,Aqua,96,87.6,0
10012,-30.6591,150.0838,332.8,2019-08-19,Aqua,83,70.8,0
10013,-30.6536,150.0981,318.4,2019-08-19,Aqua,52,31.9,0
10014,-30.6555,150.0785,326.4,2019-08-19,Aqua,81,52.9,0
10015,-29.818,152.7617,310.2,2019-08-19,Aqua,66,7.8,0
10016,-27.7678,150.4574,343.1,2019-08-19,Aqua,92,89.8,0
10017,-28.2122,150.6642,331.8,2019-08-19,Aqua,85,49.3,0
10018,-28.2105,150.6804,313.2,2019-08-19,Aqua,59,11.1,0
10019,-26.7081,152.3838,316.0,2019-08-19,Aqua,67,11.5,0
10020,-24.5186,151.7653,347.5,2019-08-19,Aqua,93,65.9,0
10021,-24.5171,151.7775,337.8,2019-08-19,Aqua,87,42.6,0
10022,-25.2747,151.9825,320.5,2019-08-19,Aqua,66,9.9,0
10023,-25.3092,152.3504,321.3,2019-08-19,Aqua,72,16.1,0
10024,-25.3077,152.3621,316.8,2019-08-19,Aqua,63,10.5,0
10025,-25.5441,152.3446,331.2,2019-08-19,Aqua,83,31.3,0
10026,-25.8919,150.9608,321.1,2019-08-19,Aqua,42,17.9,0
10027,-25.8903,150.975,329.7,2019-08-19,Aqua,71,33.4,0
10028,-25.8887,150.9889,369.0,2019-08-19,Aqua,100,174.7,0
10029,-25.8871,151.0028,317.1,2019-08-19,Aqua,64,14.9,0
10030,-25.9026,150.9624,321.9,2019-08-19,Aqua,63,20.1,0
10031,-26.09,150.3141,322.2,2019-08-19,Aqua,74,26.8,0
10032,-26.1012,150.3158,337.1,2019-08-19,Aqua,88,61.5,0
10033,-26.0994,150.3314,334.1,2019-08-19,Aqua,85,53.8,0
10034,-26.1116,150.3225,340.0,2019-08-19,Aqua,90,71.2,0
10035,-26.1099,150.3382,342.9,2019-08-19,Aqua,91,81.2,0
10036,-26.1228,150.324,335.6,2019-08-19,Aqua,87,59.8,0
10037,-26.1211,150.3397,322.4,2019-08-19,Aqua,72,28.3,0
10038,-25.8571,152.6884,310.7,2019-08-19,Aqua,20,5.7,0
10039,-26.1451,150.3269,340.2,2019-08-19,Aqua,90,72.3,0
10040,-26.1434,150.3426,336.8,2019-08-19,Aqua,87,61.4,0
10041,-26.2014,150.9362,327.1,2019-08-19,Aqua,80,34.9,0
10042,-26.1997,150.9507,342.4,2019-08-19,Aqua,91,72.9,0
10043,-26.6162,150.9052,315.6,2019-08-19,Aqua,58,13.2,0
10044,-26.6146,150.92,317.1,2019-08-19,Aqua,66,16.3,0
10045,-26.4609,152.4862,313.4,2019-08-19,Aqua,60,9.4,0
10046,-27.2239,149.699,322.8,2019-08-19,Aqua,75,32.1,0
10047,-27.222,149.717,321.3,2019-08-19,Aqua,73,27.4,0
10048,-27.6055,149.1068,324.9,2019-08-19,Aqua,78,42.2,0
10049,-27.6097,149.0939,319.1,2019-08-19,Aqua,69,28.3,0
10050,-27.6078,149.1142,341.9,2019-08-19,Aqua,91,108.7,0
10051,-27.6202,149.1157,315.5,2019-08-19,Aqua,54,19.8,0
10052,-27.7696,150.4409,317.7,2019-08-19,Aqua,69,24.2,0
10053,-24.5072,151.7761,321.7,2019-08-19,Aqua,64,16.0,0
10054,-24.5086,151.7639,374.9,2019-08-19,Aqua,100,170.7,0
10055,-24.5101,151.7518,321.2,2019-08-19,Aqua,61,14.6,0
10056,-24.2817,148.5838,324.1,2019-08-19,Aqua,70,30.0,0
10057,-24.2774,148.5975,320.8,2019-08-19,Aqua,67,19.9,0
10058,-24.2794,148.5786,318.7,2019-08-19,Aqua,53,16.8,0
10059,-22.749,150.4502,321.3,2019-08-19,Aqua,69,18.3,0
10060,-22.5476,150.1085,316.5,2019-08-19,Aqua,51,9.3,0
10061,-22.5829,148.5804,319.6,2019-08-19,Aqua,59,15.4,0
10062,-21.4671,148.4168,325.3,2019-08-19,Aqua,76,32.6,0
10063,-21.4691,148.3991,333.0,2019-08-19,Aqua,84,55.0,0
10064,-20.689,148.6489,315.9,2019-08-19,Aqua,58,20.7,0
10065,-17.5044,145.257,344.7,2019-08-19,Aqua,92,206.3,0
10066,-17.507,145.2323,319.4,2019-08-19,Aqua,69,54.1,0
10067,-17.5014,145.2498,339.3,2019-08-19,Aqua,89,161.6,0
10068,-17.3275,145.938,311.9,2019-08-19,Aqua,35,29.4,0
10069,-16.8651,142.2199,318.4,2019-08-19,Aqua,58,67.1,0
10070,-16.8655,142.2124,319.6,2019-08-19,Aqua,66,77.6,0
10071,-16.3455,144.6608,322.4,2019-08-19,Aqua,71,53.1,0
10072,-16.3484,144.6321,320.8,2019-08-19,Aqua,57,45.9,0
10073,-16.3461,144.6558,325.0,2019-08-19,Aqua,76,68.5,0
10074,-16.3492,144.6271,317.2,2019-08-19,Aqua,47,30.5,0
10075,-16.3313,144.6547,323.7,2019-08-19,Aqua,74,63.5,0
10076,-13.5774,143.001,312.5,2019-08-19,Aqua,54,35.0,0
10077,-13.5696,143.0073,314.4,2019-08-19,Aqua,61,45.0,0
10078,-13.4861,143.0915,320.9,2019-08-19,Aqua,72,75.0,0
10079,-13.4701,143.0896,327.1,2019-08-19,Aqua,76,113.7,0
10080,-13.4541,143.0877,323.2,2019-08-19,Aqua,75,88.8,0
10081,-13.4781,143.0854,324.3,2019-08-19,Aqua,30,88.7,0
10082,-12.8417,141.8658,310.0,2019-08-19,Aqua,12,33.2,0
10083,-12.3352,141.8981,314.7,2019-08-19,Aqua,57,54.6,0
10084,-12.3504,141.8957,313.5,2019-08-19,Aqua,47,45.3,0
10085,-11.97,142.4751,315.2,2019-08-19,Aqua,48,48.0,0
10086,-11.9794,142.4692,313.3,2019-08-19,Aqua,30,37.2,0
10087,-11.9466,142.4654,314.3,2019-08-19,Aqua,39,43.9,0
10088,-11.063,142.5179,328.6,2019-08-19,Aqua,77,136.4,0
10089,-11.0671,142.5448,320.2,2019-08-19,Aqua,71,85.8,0
10090,-11.071,142.5112,313.2,2019-08-19,Aqua,25,44.1,0
10091,-11.0549,142.5094,327.7,2019-08-19,Aqua,81,135.8,0
10092,-26.076,122.2782,308.9,2019-08-19,Aqua,0,10.7,0
10093,-16.0652,136.5038,351.0,2019-08-19,Aqua,95,236.9,0
10094,-16.0404,136.555,339.6,2019-08-19,Aqua,76,130.2,0
10095,-16.0455,136.5279,343.6,2019-08-19,Aqua,91,157.3,0
10096,-16.0366,136.4934,361.9,2019-08-19,Aqua,100,381.9,0
10097,-16.0316,136.5203,346.2,2019-08-19,Aqua,92,205.3,0
10098,-16.0267,136.5475,324.3,2019-08-19,Aqua,44,50.8,0
10099,-16.0511,136.4963,345.5,2019-08-19,Aqua,92,191.2,0
10100,-16.0462,136.5232,348.2,2019-08-19,Aqua,93,209.5,0
10101,-16.0413,136.5504,335.2,2019-08-19,Aqua,62,103.7,0
10102,-16.1813,136.4438,341.2,2019-08-19,Aqua,89,157.1,0
10103,-16.1766,136.4702,323.3,2019-08-19,Aqua,61,45.5,0
10104,-16.1692,136.3671,334.9,2019-08-19,Aqua,84,112.1,0
10105,-16.1835,136.3699,337.6,2019-08-19,Aqua,86,131.6,0
10106,-16.1786,136.3962,322.9,2019-08-19,Aqua,53,41.9,0
10107,-16.1688,136.4486,331.4,2019-08-19,Aqua,81,89.2,0
10108,-16.1832,136.4515,347.5,2019-08-19,Aqua,93,210.7,0
10109,-16.2169,136.4312,319.0,2019-08-19,Aqua,14,28.8,0
10110,-16.4388,136.7173,329.7,2019-08-19,Aqua,56,86.5,0
10111,-16.4337,136.7446,369.0,2019-08-19,Aqua,100,499.1,0
10112,-16.4286,136.7721,323.2,2019-08-19,Aqua,27,40.7,0
10113,-16.4484,136.7474,359.6,2019-08-19,Aqua,99,356.8,0
10114,-16.4433,136.7753,359.6,2019-08-19,Aqua,99,352.2,0
10115,-16.4631,136.7503,335.7,2019-08-19,Aqua,85,124.7,0
10116,-16.4541,136.7275,333.0,2019-08-19,Aqua,74,105.6,0
10117,-16.4488,136.7548,363.3,2019-08-19,Aqua,100,408.0,0
10118,-16.4434,136.7829,343.9,2019-08-19,Aqua,91,178.8,0
10119,-16.4687,136.7304,323.1,2019-08-19,Aqua,62,53.1,0
10120,-16.4635,136.7577,333.5,2019-08-19,Aqua,83,111.2,0
10121,-16.5127,136.7391,321.1,2019-08-19,Aqua,27,38.2,0
10122,-16.5274,136.7422,331.8,2019-08-19,Aqua,79,96.0,0
10123,-16.542,136.7451,338.4,2019-08-19,Aqua,87,140.1,0
10124,-16.5368,136.7732,335.1,2019-08-19,Aqua,84,115.7,0
10125,-16.586,136.754,332.3,2019-08-19,Aqua,82,98.0,0
10126,-16.5407,136.7501,343.8,2019-08-19,Aqua,91,190.9,0
10127,-16.5353,136.7782,326.3,2019-08-19,Aqua,75,64.1,0
10128,-16.5554,136.753,327.6,2019-08-19,Aqua,77,73.5,0
10129,-16.55,136.7811,325.7,2019-08-19,Aqua,74,62.0,0
10130,-16.5847,136.759,338.4,2019-08-19,Aqua,87,143.5,0
10131,-16.5993,136.7619,336.3,2019-08-19,Aqua,85,128.0,0
10132,-16.0506,136.501,352.2,2019-08-19,Aqua,96,246.1,0
10133,-16.031,136.525,334.8,2019-08-19,Aqua,70,103.8,0
10134,-16.0361,136.4981,368.3,2019-08-19,Aqua,100,462.9,0
10135,-16.0559,136.5533,337.4,2019-08-19,Aqua,80,109.4,0
10136,-16.0608,136.5261,350.8,2019-08-19,Aqua,95,223.8,0
10137,-16.0657,136.4992,346.7,2019-08-19,Aqua,93,192.9,0
10138,-16.1764,136.3882,333.6,2019-08-19,Aqua,83,101.3,0
10139,-16.1811,136.362,333.3,2019-08-19,Aqua,82,102.5,0
10140,-16.162,136.3854,320.6,2019-08-19,Aqua,52,34.6,0
10141,-16.1669,136.4408,321.7,2019-08-19,Aqua,23,35.4,0
10142,-16.1668,136.3591,326.9,2019-08-19,Aqua,75,68.7,0
10143,-16.0601,136.5307,348.4,2019-08-19,Aqua,94,204.1,0
10144,-16.055,136.5579,337.5,2019-08-19,Aqua,86,117.3,0
10145,-15.7231,130.4409,336.0,2019-08-19,Aqua,64,23.4,0
10146,-12.7108,131.6962,365.2,2019-08-19,Aqua,94,156.1,0
10147,-13.1481,130.1325,349.3,2019-08-19,Aqua,71,59.5,0
10148,-13.1578,130.134,353.4,2019-08-19,Aqua,0,68.6,0
10149,-13.1562,130.1448,336.7,2019-08-19,Aqua,81,27.1,0
10150,-13.1546,130.1556,326.9,2019-08-19,Aqua,24,11.9,0
10151,-13.1643,130.1572,333.8,2019-08-19,Aqua,0,24.3,0
10152,-13.161,130.1789,331.4,2019-08-19,Aqua,30,22.4,0
10153,-13.1666,130.1644,332.8,2019-08-19,Aqua,0,23.8,0
10154,-13.1649,130.1752,333.8,2019-08-19,Aqua,47,24.8,0
10155,-14.2989,130.7702,327.8,2019-08-19,Aqua,45,12.8,0
10156,-14.7664,131.4417,333.8,2019-08-19,Aqua,79,31.6,0
10157,-14.7747,131.4557,333.0,2019-08-19,Aqua,71,29.9,0
10158,-14.7849,131.4575,332.8,2019-08-19,Aqua,75,30.0,0
10159,-15.4867,128.2662,327.9,2019-08-19,Aqua,65,8.6,0
10160,-15.2985,130.4584,329.6,2019-08-19,Aqua,72,11.0,0
10161,-15.3496,130.1871,326.3,2019-08-19,Aqua,58,8.7,0
10162,-16.221,126.1673,329.5,2019-08-19,Aqua,51,13.2,0
10163,-15.5134,131.0558,328.6,2019-08-19,Aqua,48,12.0,0
10164,-16.2342,126.1746,332.1,2019-08-19,Aqua,42,16.9,0
10165,-15.5359,131.0425,327.6,2019-08-19,Aqua,44,10.2,0
10166,-15.5341,131.0538,327.8,2019-08-19,Aqua,46,10.9,0
10167,-15.6376,130.584,329.4,2019-08-19,Aqua,40,15.1,0
10168,-15.6473,130.5854,332.3,2019-08-19,Aqua,61,20.0,0
10169,-15.6569,130.5869,340.0,2019-08-19,Aqua,75,31.9,0
10170,-15.6552,130.5976,342.3,2019-08-19,Aqua,87,35.9,0
10171,-15.6665,130.5888,389.2,2019-08-19,Aqua,100,220.4,0
10172,-15.6648,130.5994,370.8,2019-08-19,Aqua,100,125.6,0
10173,-15.6744,130.6013,330.5,2019-08-19,Aqua,60,15.9,0
10174,-15.7136,130.4394,326.2,2019-08-19,Aqua,62,10.6,0
10175,-15.7119,130.4499,333.1,2019-08-19,Aqua,77,20.1,0
10176,-15.7215,130.4516,341.9,2019-08-19,Aqua,87,33.9,0
10177,-15.7197,130.4625,341.0,2019-08-19,Aqua,86,31.9,0
10178,-15.7293,130.4642,348.5,2019-08-19,Aqua,92,48.5,0
10179,-15.75,130.4568,336.4,2019-08-19,Aqua,75,22.3,0
10180,-15.793,130.4314,331.3,2019-08-19,Aqua,74,17.8,0
10181,-15.7914,130.4418,348.8,2019-08-19,Aqua,93,52.6,0
10182,-15.7898,130.4523,332.7,2019-08-19,Aqua,76,18.8,0
10183,-15.7955,130.4374,348.2,2019-08-19,Aqua,92,49.8,0
10184,-15.7938,130.4479,343.6,2019-08-19,Aqua,89,38.7,0
10185,-15.6515,131.4082,327.1,2019-08-19,Aqua,34,11.5,0
10186,-15.6496,131.42,334.5,2019-08-19,Aqua,80,24.8,0
10187,-15.666,131.4472,331.8,2019-08-19,Aqua,49,19.4,0
10188,-15.6641,131.4591,331.5,2019-08-19,Aqua,56,17.8,0
10189,-15.6622,131.471,329.6,2019-08-19,Aqua,32,14.0,0
10190,-15.6602,131.4831,327.0,2019-08-19,Aqua,22,10.5,0
10191,-16.2635,128.614,327.4,2019-08-19,Aqua,59,11.1,0
10192,-12.4469,132.4798,339.5,2019-08-19,Aqua,88,65.7,0
10193,-12.6652,131.7726,323.4,2019-08-19,Aqua,28,16.9,0
10194,-12.663,131.7863,325.1,2019-08-19,Aqua,35,20.6,0
10195,-12.676,131.7745,324.7,2019-08-19,Aqua,63,18.5,0
10196,-12.6738,131.7882,324.1,2019-08-19,Aqua,49,17.5,0
10197,-12.7,131.6944,355.0,2019-08-19,Aqua,74,108.5,0
10198,-12.7129,131.6827,395.3,2019-08-19,Aqua,87,377.8,0
10199,-32.4198,116.1373,315.1,2019-08-19,Aqua,66,54.1,0
10200,-34.4608,150.8851,307.0,2019-08-19,Terra,70,11.5,2
10201,-32.6514,146.2343,302.9,2019-08-19,Terra,52,13.2,0
10202,-32.2519,152.0065,302.6,2019-08-19,Terra,50,10.1,0
10203,-29.8904,149.7429,301.3,2019-08-19,Terra,39,9.3,0
10204,-28.7464,152.558,302.7,2019-08-19,Terra,51,13.5,0
10205,-31.6596,152.1107,308.9,2019-08-19,Terra,76,15.8,0
10206,-31.7106,149.9393,304.1,2019-08-19,Terra,58,11.2,0
10207,-31.6577,152.1224,323.2,2019-08-19,Terra,100,31.8,0
10208,-26.1099,150.3468,319.5,2019-08-19,Terra,80,23.6,0
10209,-25.8673,152.6864,301.1,2019-08-19,Terra,37,10.6,0
10210,-25.9165,152.6711,300.2,2019-08-19,Terra,20,10.6,0
10211,-26.5647,152.5315,300.2,2019-08-19,Terra,21,11.7,0
10212,-27.6082,149.114,311.3,2019-08-19,Terra,82,15.0,0
10213,-26.1021,150.3332,302.3,2019-08-19,Terra,21,8.8,0
10214,-26.0925,150.3313,301.8,2019-08-19,Terra,12,8.2,0
10215,-25.8825,150.9903,306.6,2019-08-19,Terra,69,14.1,0
10216,-24.5045,151.773,323.5,2019-08-19,Terra,100,40.2,0
10217,-24.507,151.7587,302.0,2019-08-19,Terra,46,10.1,0
10218,-16.0081,136.5057,310.3,2019-08-19,Terra,41,48.4,0
10219,-15.1629,141.8393,303.2,2019-08-19,Terra,54,7.0,0
10220,-16.3525,144.6582,316.8,2019-08-19,Terra,94,13.8,0
10221,-16.3539,144.6488,335.2,2019-08-19,Terra,100,35.4,0
10222,-16.3552,144.6394,324.7,2019-08-19,Terra,100,22.1,0
10223,-16.3422,144.6663,302.9,2019-08-19,Terra,37,4.5,0
10224,-16.3461,144.638,304.6,2019-08-19,Terra,61,5.7,0
10225,-16.3228,144.6731,330.6,2019-08-19,Terra,100,28.5,0
10226,-16.2149,136.9564,303.6,2019-08-19,Terra,56,30.9,0
10227,-16.1643,136.4439,305.9,2019-08-19,Terra,52,36.4,0
10228,-16.02,136.5137,313.8,2019-08-19,Terra,87,61.3,0
10229,-16.0047,136.512,309.0,2019-08-19,Terra,52,44.3,0
10230,-16.8645,142.2153,305.1,2019-08-19,Terra,39,6.7,0
10231,-16.8614,142.2391,306.3,2019-08-19,Terra,32,7.4,0
10232,-17.4999,145.2571,302.7,2019-08-19,Terra,51,6.1,0
10233,-16.3241,144.6637,323.5,2019-08-19,Terra,100,19.9,0
10234,-16.3151,144.6623,313.1,2019-08-19,Terra,60,10.6,0
10235,-16.3061,144.6609,327.1,2019-08-19,Terra,100,24.8,0
10236,-16.3074,144.6514,306.3,2019-08-19,Terra,16,6.2,0
10237,-16.2983,144.6501,305.2,2019-08-19,Terra,20,5.8,0
10238,-16.5673,136.7609,318.4,2019-08-19,Terra,97,82.9,0
10239,-16.5703,136.7318,313.2,2019-08-19,Terra,87,60.0,0
10240,-16.4916,136.7524,310.0,2019-08-19,Terra,68,45.9,0
10241,-16.5089,136.7476,306.9,2019-08-19,Terra,69,37.3,0
10242,-16.4938,136.7459,313.7,2019-08-19,Terra,88,61.4,0
10243,-16.4454,136.7699,305.7,2019-08-19,Terra,12,29.7,0
10244,-16.3748,136.7268,310.7,2019-08-19,Terra,53,46.9,0
10245,-16.3778,136.6974,316.8,2019-08-19,Terra,94,73.4,0
10246,-16.3596,136.7251,305.2,2019-08-19,Terra,58,30.7,0
10247,-16.3626,136.6958,330.7,2019-08-19,Terra,100,155.6,0
10248,-16.3618,136.7185,315.9,2019-08-19,Terra,92,70.8,0
10249,-16.365,136.6892,324.2,2019-08-19,Terra,100,114.1,0
10250,-16.3498,136.6876,303.2,2019-08-19,Terra,54,26.9,0
10251,-16.2148,136.9616,300.4,2019-08-19,Terra,27,21.6,0
10252,-11.9485,142.4888,309.1,2019-08-19,Terra,58,9.2,0
10253,-12.5036,141.9232,309.3,2019-08-19,Terra,77,10.9,0
10254,-11.9137,142.4634,313.5,2019-08-19,Terra,87,13.1,0
10255,-11.9151,142.4534,306.8,2019-08-19,Terra,69,7.7,0
10256,-11.0759,142.5504,307.9,2019-08-19,Terra,57,8.4,0
10257,-15.7842,130.3998,302.4,2019-08-19,Terra,37,46.7,0
10258,-12.4953,141.9284,303.8,2019-08-19,Aqua,57,6.1,0
10259,-16.0694,136.536,302.2,2019-08-19,Aqua,19,8.1,0
10260,-16.5588,136.7439,311.6,2019-08-19,Aqua,51,15.9,0
10261,-16.5608,136.7564,331.3,2019-08-19,Aqua,100,46.0,0
10262,-16.5629,136.7689,314.9,2019-08-19,Aqua,48,18.7,0
10263,-16.5556,136.7505,309.0,2019-08-19,Aqua,33,12.3,0
