,latitude,longitude,brightness,acq_date,satellite,confidence,frp,fire_type
40984,-29.7319,152.7395,309.8,2019-08-10,Aqua,78,42.4,0
40985,-29.727,152.7161,301.1,2019-08-10,Aqua,38,24.4,0
40986,-29.7301,152.72,307.8,2019-08-10,Aqua,37,34.4,0
40987,-29.913,152.972,319.2,2019-08-10,Aqua,98,60.6,0
40988,-29.9084,152.9495,309.9,2019-08-10,Aqua,79,37.1,0
40989,-29.9048,152.9978,368.0,2019-08-10,Aqua,100,351.5,0
40990,-29.9176,152.9944,310.3,2019-08-10,Aqua,60,37.6,0
40991,-31.0443,152.6505,310.4,2019-08-10,Aqua,80,42.0,0
40992,-31.2999,152.6055,312.1,2019-08-10,Aqua,84,43.8,0
40993,-31.3125,152.6019,304.1,2019-08-10,Aqua,58,28.4,0
40994,-30.8671,121.4942,302.2,2019-08-10,Terra,47,8.9,2
40995,-16.9589,123.0622,307.8,2019-08-10,Terra,58,11.6,0
40996,-16.9557,123.0548,311.2,2019-08-10,Terra,60,15.0,0
40997,-16.8691,123.0858,303.2,2019-08-10,Terra,54,9.0,0
40998,-16.9026,123.0123,307.2,2019-08-10,Terra,71,13.3,0
40999,-14.6716,131.678,312.3,2019-08-10,Aqua,85,43.9,0
41000,-14.6351,131.6349,310.5,2019-08-10,Aqua,80,41.0,0
41001,-14.6394,131.6593,306.5,2019-08-10,Aqua,68,29.1,0
41002,-14.649,131.632,319.5,2019-08-10,Aqua,99,70.2,0
41003,-14.6534,131.6565,332.2,2019-08-10,Aqua,100,129.3,0
41004,-14.6576,131.6807,317.2,2019-08-10,Aqua,95,61.1,0
41005,-14.6673,131.6537,318.2,2019-08-10,Aqua,96,63.4,0
41006,-14.6358,131.6044,301.4,2019-08-10,Aqua,40,17.4,0
41007,-14.6403,131.6289,319.7,2019-08-10,Aqua,99,72.4,0
41008,-14.6448,131.6534,331.1,2019-08-10,Aqua,100,124.5,0
41009,-14.6588,131.6505,314.5,2019-08-10,Aqua,89,51.2,0
41010,-14.6632,131.6747,327.4,2019-08-10,Aqua,100,105.3,0
41011,-14.6727,131.6478,311.5,2019-08-10,Aqua,83,42.2,0
41012,-14.6772,131.6721,312.9,2019-08-10,Aqua,86,47.5,0
41013,-16.515,141.874,305.0,2019-08-10,Aqua,18,8.0,0
41014,-16.5165,141.8854,314.4,2019-08-10,Aqua,89,16.9,0
41015,-16.5264,141.8841,317.3,2019-08-10,Aqua,71,19.5,0
41016,-16.5363,141.8827,309.6,2019-08-10,Aqua,54,12.0,0
41017,-16.5374,141.8875,308.1,2019-08-10,Aqua,65,11.0,0
41018,-16.7011,142.0476,305.5,2019-08-10,Aqua,43,9.8,0
41019,-16.2868,136.9579,302.7,2019-08-10,Aqua,51,7.5,0
41020,-16.3542,136.9573,338.5,2019-08-10,Aqua,100,48.3,0
41021,-16.3558,136.9675,305.2,2019-08-10,Aqua,12,7.5,0
41022,-16.3636,136.9557,313.9,2019-08-10,Aqua,47,14.1,0
41023,-16.3652,136.966,311.4,2019-08-10,Aqua,33,11.9,0
41024,-15.4153,131.0247,300.4,2019-08-10,Aqua,9,15.5,0
41025,-15.4346,131.0484,302.6,2019-08-10,Aqua,50,21.5,0
41026,-15.5136,130.8059,304.0,2019-08-10,Aqua,58,27.6,0
41027,-15.512,130.7984,300.8,2019-08-10,Aqua,33,18.7,0
41028,-15.5171,130.825,303.3,2019-08-10,Aqua,55,25.3,0
41029,-15.5651,130.6748,302.2,2019-08-10,Aqua,48,23.2,0
41030,-15.5657,130.6698,302.5,2019-08-10,Aqua,49,23.5,0
41031,-25.1358,151.8467,304.9,2019-08-10,Terra,32,5.8,0
41032,-22.6924,150.4582,313.0,2019-08-10,Terra,31,13.8,0
41033,-23.8248,147.1569,308.2,2019-08-10,Terra,64,17.2,0
41034,-23.829,147.1788,313.6,2019-08-10,Terra,72,31.3,0
41035,-23.8259,147.1725,318.1,2019-08-10,Terra,77,43.8,0
41036,-25.1376,151.8576,314.0,2019-08-10,Terra,74,13.0,0
41037,-28.4299,152.8579,302.7,2019-08-10,Terra,35,5.5,0
41038,-28.2629,151.4193,320.6,2019-08-10,Terra,80,18.7,0
41039,-28.5438,149.8265,306.2,2019-08-10,Terra,60,6.6,0
41040,-29.071,152.6504,324.0,2019-08-10,Terra,71,19.9,0
41041,-29.1377,152.8487,322.7,2019-08-10,Terra,82,19.8,0
41042,-29.0785,152.6384,337.3,2019-08-10,Terra,90,36.6,0
41043,-29.1454,152.9632,330.0,2019-08-10,Terra,55,26.3,0
41044,-29.1408,152.9324,319.7,2019-08-10,Terra,38,15.0,0
41045,-29.1364,152.9649,320.6,2019-08-10,Terra,51,16.8,0
41046,-29.08,152.6487,323.3,2019-08-10,Terra,58,18.6,0
41047,-29.1362,152.8385,303.4,2019-08-10,Terra,15,4.7,0
41048,-25.5987,152.8382,323.4,2019-08-10,Terra,82,22.2,0
41049,-25.6002,152.8484,303.4,2019-08-10,Terra,56,5.6,0
41050,-26.2425,150.9795,301.7,2019-08-10,Terra,44,5.6,0
41051,-26.2463,151.0027,303.4,2019-08-10,Terra,56,6.7,0
41052,-27.3159,152.9798,301.0,2019-08-10,Terra,31,2.2,2
41053,-28.1595,153.2049,312.2,2019-08-10,Terra,72,12.0,0
41054,-27.5112,149.0864,304.3,2019-08-10,Terra,38,7.3,0
41055,-29.3573,152.8415,318.1,2019-08-11,Terra,78,15.8,0
41056,-29.4094,152.6982,318.0,2019-08-11,Terra,78,16.1,0
41057,-29.4351,152.7463,304.6,2019-08-11,Terra,59,6.8,0
41058,-29.5586,152.8331,327.9,2019-08-11,Terra,80,24.2,0
41059,-29.5661,152.8211,326.1,2019-08-11,Terra,46,20.4,0
41060,-29.5841,152.8177,330.7,2019-08-11,Terra,61,25.9,0
41061,-29.7171,152.5361,309.0,2019-08-11,Terra,68,9.8,0
41062,-29.7537,152.72,315.8,2019-08-11,Terra,50,12.7,0
41063,-29.7553,152.7303,319.3,2019-08-11,Terra,67,15.6,0
41064,-29.7981,152.5246,310.0,2019-08-11,Terra,69,10.6,0
41065,-29.8027,152.5555,312.9,2019-08-11,Terra,72,11.9,0
41066,-29.8288,152.731,313.8,2019-08-11,Terra,74,12.2,0
41067,-29.8304,152.7413,314.1,2019-08-11,Terra,74,12.5,0
41068,-29.8118,152.5538,317.1,2019-08-11,Terra,77,15.4,0
41069,-29.8983,152.9514,319.9,2019-08-11,Terra,39,15.0,0
41070,-29.8998,152.9617,337.2,2019-08-11,Terra,82,35.7,0
41071,-29.9013,152.9721,338.5,2019-08-11,Terra,50,35.7,0
41072,-29.9043,152.9927,358.3,2019-08-11,Terra,89,76.2,0
41073,-29.9059,153.0031,346.5,2019-08-11,Terra,74,51.2,0
41074,-29.9135,152.9956,325.7,2019-08-11,Terra,84,22.8,0
41075,-29.915,153.006,323.2,2019-08-11,Terra,80,20.2,0
41076,-29.9165,152.9526,325.8,2019-08-11,Terra,61,21.7,0
41077,-29.918,152.9629,332.1,2019-08-11,Terra,68,29.1,0
41078,-29.9195,152.9733,340.0,2019-08-11,Terra,92,42.2,0
41079,-29.9225,152.9939,338.9,2019-08-11,Terra,91,40.4,0
41080,-29.924,153.0043,336.9,2019-08-11,Terra,90,37.2,0
41081,-29.9255,153.0146,327.3,2019-08-11,Terra,85,25.3,0
41082,-29.9449,152.894,305.9,2019-08-11,Terra,57,6.7,0
41083,-29.2161,148.3268,319.5,2019-08-11,Terra,79,26.8,0
41084,-29.2188,148.3416,322.6,2019-08-11,Terra,81,32.1,0
41085,-30.0288,152.776,316.3,2019-08-11,Terra,77,15.3,0
41086,-30.0303,152.7863,334.4,2019-08-11,Terra,89,35.6,0
41087,-30.0393,152.7846,325.5,2019-08-11,Terra,84,24.1,0
41088,-30.0408,152.7949,309.9,2019-08-11,Terra,52,9.8,0
41089,-30.8782,152.4213,329.4,2019-08-11,Terra,86,28.3,0
41090,-30.9334,152.7973,328.7,2019-08-11,Terra,86,26.9,0
41091,-30.8857,152.4091,311.7,2019-08-11,Terra,39,11.2,0
41092,-30.9424,152.7956,317.5,2019-08-11,Terra,78,16.0,0
41093,-30.944,152.8061,317.0,2019-08-11,Terra,77,15.1,0
41094,-30.9112,152.3934,304.9,2019-08-11,Terra,28,7.6,0
41095,-30.9368,152.3824,314.1,2019-08-11,Terra,49,13.5,0
41096,-31.0504,152.6505,317.9,2019-08-11,Terra,45,15.1,0
41097,-31.1304,152.952,309.0,2019-08-11,Terra,48,7.8,0
41098,-31.15,152.9591,308.8,2019-08-11,Terra,41,8.0,0
41099,-31.1465,152.6792,301.1,2019-08-11,Terra,45,5.6,0
41100,-31.1481,152.6897,309.9,2019-08-11,Terra,69,10.9,0
41101,-31.289,152.5853,305.7,2019-08-11,Terra,61,7.8,0
41102,-31.2906,152.5958,323.6,2019-08-11,Terra,82,21.9,0
41103,-31.3101,152.6028,339.8,2019-08-11,Terra,92,41.8,0
41104,-31.3176,152.5905,303.8,2019-08-11,Terra,19,5.5,0
41105,-31.3191,152.601,315.8,2019-08-11,Terra,76,13.8,0
41106,-31.4182,152.5909,304.1,2019-08-11,Terra,58,6.6,0
41107,-31.4961,152.494,325.3,2019-08-11,Terra,84,25.1,0
41108,-31.4977,152.5045,305.3,2019-08-11,Terra,60,7.5,0
41109,-31.5356,152.6378,304.8,2019-08-11,Terra,60,8.0,0
41110,-31.5431,152.6255,349.6,2019-08-11,Terra,96,63.3,0
41111,-31.5446,152.636,343.2,2019-08-11,Terra,93,50.7,0
41112,-29.1528,152.8293,305.2,2019-08-11,Terra,46,6.8,0
41113,-29.1544,152.8395,361.6,2019-08-11,Terra,75,89.7,0
41114,-29.1559,152.8498,385.9,2019-08-11,Terra,75,178.6,0
41115,-29.1574,152.86,316.2,2019-08-11,Terra,58,13.5,0
41116,-29.165,152.9113,336.4,2019-08-11,Terra,33,33.8,0
41117,-29.1725,152.8993,346.1,2019-08-11,Terra,94,51.4,0
41118,-29.174,152.9096,344.6,2019-08-11,Terra,89,48.7,0
41119,-29.1815,152.8976,323.7,2019-08-11,Terra,69,19.8,0
41120,-29.3062,153.0576,325.9,2019-08-11,Terra,34,21.0,0
41121,-29.3093,153.0781,329.7,2019-08-11,Terra,52,26.4,0
41122,-29.3332,152.8038,316.0,2019-08-11,Terra,76,13.7,0
41123,-29.3542,152.821,334.1,2019-08-11,Terra,84,31.8,0
41124,-29.3558,152.8312,338.8,2019-08-11,Terra,91,40.3,0
41125,-30.913,152.4682,308.3,2019-08-11,Terra,20,8.3,0
41126,-30.9127,152.4039,314.0,2019-08-11,Terra,67,13.4,0
41127,-37.1597,149.9008,302.7,2019-08-11,Terra,53,7.6,0
41128,-36.4518,150.0358,302.5,2019-08-11,Terra,50,7.2,0
41129,-37.1863,149.9003,308.6,2019-08-11,Terra,51,12.1,0
41130,-11.2141,132.3666,334.9,2019-08-11,Terra,65,26.2,0
41131,-14.6634,131.5946,351.7,2019-08-11,Terra,87,52.2,0
41132,-11.3633,130.9643,324.9,2019-08-11,Terra,69,14.4,0
41133,-11.3725,130.9629,319.9,2019-08-11,Terra,42,7.4,0
41134,-11.3792,130.8367,322.5,2019-08-11,Terra,63,12.5,0
41135,-11.4066,130.892,335.2,2019-08-11,Terra,85,28.9,0
41136,-11.4081,130.9016,322.4,2019-08-11,Terra,59,12.5,0
41137,-11.4173,130.9002,331.8,2019-08-11,Terra,75,23.4,0
41138,-11.4265,130.8988,327.3,2019-08-11,Terra,38,16.5,0
41139,-11.4343,130.8877,322.1,2019-08-11,Terra,52,10.5,0
41140,-11.4357,130.8973,330.6,2019-08-11,Terra,79,22.2,0
41141,-12.9059,141.8305,325.8,2019-08-11,Terra,79,133.5,0
41142,-12.91,141.8669,314.9,2019-08-11,Terra,30,56.5,0
41143,-11.4576,130.8545,326.2,2019-08-11,Terra,76,14.4,0
41144,-11.459,130.8641,320.7,2019-08-11,Terra,44,8.0,0
41145,-12.9227,141.6851,321.6,2019-08-11,Terra,55,91.6,2
41146,-12.9113,141.8242,318.0,2019-08-11,Terra,52,75.2,0
41147,-12.9289,141.6788,324.3,2019-08-11,Terra,73,121.2,2
41148,-12.123,134.7516,318.9,2019-08-11,Terra,53,9.8,0
41149,-12.1803,134.5289,319.7,2019-08-11,Terra,34,9.5,0
41150,-12.3102,135.0863,318.7,2019-08-11,Terra,59,9.9,0
41151,-12.3179,134.6903,323.1,2019-08-11,Terra,70,13.0,0
41152,-12.3193,134.7009,328.4,2019-08-11,Terra,79,20.0,0
41153,-12.329,134.6996,319.7,2019-08-11,Terra,45,7.9,0
41154,-12.2509,134.0001,332.1,2019-08-11,Terra,82,21.8,0
41155,-12.2523,134.01,327.6,2019-08-11,Terra,67,15.1,0
41156,-12.271,134.0074,322.9,2019-08-11,Terra,64,10.1,0
41157,-12.2724,134.0173,321.7,2019-08-11,Terra,67,8.7,0
41158,-12.2465,133.5193,379.7,2019-08-11,Terra,100,151.3,0
41159,-12.2479,133.5289,367.3,2019-08-11,Terra,100,102.6,0
41160,-12.2557,133.5181,351.5,2019-08-11,Terra,95,59.1,0
41161,-12.2571,133.5276,369.2,2019-08-11,Terra,100,109.5,0
41162,-12.2584,133.5372,327.2,2019-08-11,Terra,70,14.8,0
41163,-12.2649,133.5168,333.9,2019-08-11,Terra,83,25.3,0
41164,-12.2662,133.5262,330.9,2019-08-11,Terra,81,21.1,0
41165,-12.2676,133.5358,320.3,2019-08-11,Terra,64,8.8,0
41166,-12.269,133.5454,324.1,2019-08-11,Terra,72,12.3,0
41167,-12.6361,135.6142,314.6,2019-08-11,Terra,54,9.0,0
41168,-12.6377,135.6264,313.2,2019-08-11,Terra,46,8.0,0
41169,-12.4751,133.1878,326.8,2019-08-11,Terra,76,13.1,0
41170,-12.4764,133.1972,323.4,2019-08-11,Terra,67,9.5,0
41171,-12.4842,133.1865,323.7,2019-08-11,Terra,68,9.8,0
41172,-12.2755,131.15,326.1,2019-08-11,Terra,65,12.5,0
41173,-12.2831,131.1392,323.4,2019-08-11,Terra,68,8.8,0
41174,-12.2846,131.1486,330.0,2019-08-11,Terra,80,17.8,0
41175,-12.5577,132.3617,324.0,2019-08-11,Terra,43,9.6,0
41176,-12.5591,132.3708,341.6,2019-08-11,Terra,90,35.4,0
41177,-12.5681,132.3695,333.7,2019-08-11,Terra,75,22.0,0
41178,-12.5694,132.3786,346.0,2019-08-11,Terra,92,43.6,0
41179,-12.5784,132.3773,326.0,2019-08-11,Terra,36,12.8,0
41180,-12.8467,134.248,319.8,2019-08-11,Terra,67,10.4,0
41181,-12.8481,134.2583,341.8,2019-08-11,Terra,90,45.0,0
41182,-12.5765,131.9888,331.6,2019-08-11,Terra,81,18.2,0
41183,-12.5779,131.998,329.7,2019-08-11,Terra,79,16.0,0
41184,-12.7821,132.9528,328.2,2019-08-11,Terra,73,17.8,0
41185,-12.7835,132.9622,377.7,2019-08-11,Terra,100,137.7,0
41186,-12.7848,132.9714,344.7,2019-08-11,Terra,92,42.1,0
41187,-12.7333,132.4916,347.8,2019-08-11,Terra,93,47.2,0
41188,-12.7346,132.5007,330.3,2019-08-11,Terra,80,19.2,0
41189,-12.8391,132.9667,324.4,2019-08-11,Terra,57,10.9,0
41190,-12.8482,132.9653,322.0,2019-08-11,Terra,20,8.3,0
41191,-12.6473,131.0485,325.8,2019-08-11,Terra,71,12.0,0
41192,-12.6487,131.0579,320.8,2019-08-11,Terra,47,6.4,0
41193,-13.2022,134.6096,327.3,2019-08-11,Terra,78,20.1,0
41194,-13.2037,134.6204,332.1,2019-08-11,Terra,83,26.7,0
41195,-13.2052,134.6313,327.5,2019-08-11,Terra,79,18.6,0
41196,-13.2054,134.6138,332.1,2019-08-11,Terra,83,29.3,0
41197,-13.2068,134.6246,328.5,2019-08-11,Terra,80,22.7,0
41198,-13.2083,134.6355,327.6,2019-08-11,Terra,79,21.8,0
41199,-13.2097,134.6463,315.5,2019-08-11,Terra,55,6.4,0
41200,-13.0074,132.9865,317.6,2019-08-11,Terra,52,7.6,0
41201,-13.7238,136.2311,313.5,2019-08-11,Terra,47,11.1,0
41202,-14.1221,136.4874,313.8,2019-08-11,Terra,52,14.6,0
41203,-14.1239,136.5019,321.6,2019-08-11,Terra,72,28.8,0
41204,-14.1333,136.4861,326.0,2019-08-11,Terra,78,36.8,0
41205,-14.1352,136.5007,316.6,2019-08-11,Terra,46,18.7,0
41206,-13.5147,131.4871,323.0,2019-08-11,Terra,68,8.1,0
41207,-13.6629,130.3339,327.2,2019-08-11,Terra,61,17.8,0
41208,-14.5647,135.4907,316.8,2019-08-11,Terra,57,11.6,0
41209,-14.5663,135.5035,319.8,2019-08-11,Terra,66,15.7,0
41210,-13.831,129.8803,317.9,2019-08-11,Terra,49,10.3,0
41211,-13.8326,129.8904,341.2,2019-08-11,Terra,89,44.3,0
41212,-14.0275,130.6757,333.0,2019-08-11,Terra,82,22.1,0
41213,-14.0381,130.6838,326.1,2019-08-11,Terra,42,12.0,0
41214,-14.4396,133.1607,319.1,2019-08-11,Terra,61,7.1,0
41215,-14.441,133.1704,322.9,2019-08-11,Terra,70,11.3,0
41216,-14.4328,132.9163,318.4,2019-08-11,Terra,47,7.1,0
41217,-14.4369,132.9449,320.7,2019-08-11,Terra,62,8.7,0
41218,-14.5324,133.1013,323.0,2019-08-11,Terra,70,9.7,0
41219,-14.7633,134.6144,320.3,2019-08-11,Terra,65,10.6,0
41220,-14.1601,130.2175,352.1,2019-08-11,Terra,96,60.3,0
41221,-14.1616,130.2273,353.8,2019-08-11,Terra,96,63.7,0
41222,-14.1631,130.2371,334.0,2019-08-11,Terra,83,23.6,0
41223,-14.1693,130.216,327.2,2019-08-11,Terra,75,15.2,0
41224,-14.1708,130.2258,332.7,2019-08-11,Terra,82,22.8,0
41225,-14.1724,130.2357,319.5,2019-08-11,Terra,28,6.0,0
41226,-14.6263,133.1807,319.8,2019-08-11,Terra,55,8.0,0
41227,-14.6277,133.1904,325.6,2019-08-11,Terra,74,14.5,0
41228,-14.6291,133.2002,318.7,2019-08-11,Terra,43,6.3,0
41229,-14.6318,133.2198,327.0,2019-08-11,Terra,76,15.7,0
41230,-14.3015,130.7756,322.4,2019-08-11,Terra,45,8.3,0
41231,-14.303,130.785,326.5,2019-08-11,Terra,71,13.2,0
41232,-14.3117,130.7869,320.0,2019-08-11,Terra,48,6.8,0
41233,-14.3207,130.7855,320.4,2019-08-11,Terra,52,7.1,0
41234,-14.3365,130.7058,330.5,2019-08-11,Terra,80,18.5,0
41235,-14.338,130.7153,328.8,2019-08-11,Terra,78,16.1,0
41236,-14.347,130.7139,320.2,2019-08-11,Terra,62,6.6,0
41237,-14.3743,130.7096,336.3,2019-08-11,Terra,85,28.1,0
41238,-14.3757,130.7189,319.6,2019-08-11,Terra,60,7.2,0
41239,-14.5384,131.6202,323.8,2019-08-11,Terra,65,8.6,0
41240,-14.5538,131.4764,319.0,2019-08-11,Terra,59,6.1,0
41241,-14.3354,129.9129,366.7,2019-08-11,Terra,100,105.4,0
41242,-14.337,129.9229,348.6,2019-08-11,Terra,94,52.9,0
41243,-14.6321,131.6936,326.8,2019-08-11,Terra,75,14.6,0
41244,-14.6384,131.6738,328.9,2019-08-11,Terra,53,14.6,0
41245,-14.6925,132.0429,323.4,2019-08-11,Terra,52,8.0,0
41246,-14.6939,132.0521,325.1,2019-08-11,Terra,61,9.6,0
41247,-14.6446,131.654,325.4,2019-08-11,Terra,73,9.7,0
41248,-14.7015,132.0415,349.9,2019-08-11,Terra,95,48.3,0
41249,-14.7029,132.0508,357.2,2019-08-11,Terra,98,66.0,0
41250,-14.7042,132.06,325.4,2019-08-11,Terra,60,10.2,0
41251,-14.64,131.5605,356.7,2019-08-11,Terra,98,66.0,0
41252,-14.6413,131.5697,326.4,2019-08-11,Terra,44,12.1,0
41253,-14.6536,131.6526,327.7,2019-08-11,Terra,53,10.8,0
41254,-14.655,131.6619,337.2,2019-08-11,Terra,81,23.3,0
41255,-14.6489,131.5591,379.0,2019-08-11,Terra,100,138.0,0
41256,-14.6503,131.5683,397.3,2019-08-11,Terra,100,226.2,0
41257,-14.6517,131.5776,388.5,2019-08-11,Terra,100,178.7,0
41258,-14.653,131.5868,360.7,2019-08-11,Terra,100,73.5,0
41259,-14.6653,131.6697,335.1,2019-08-11,Terra,45,20.4,0
41260,-14.6607,131.5762,340.7,2019-08-11,Terra,75,34.1,0
41261,-14.662,131.5854,350.1,2019-08-11,Terra,83,49.9,0
41262,-14.6765,131.6209,353.9,2019-08-11,Terra,93,55.9,0
41263,-14.6778,131.6301,355.5,2019-08-11,Terra,97,60.0,0
41264,-14.5405,130.6514,326.7,2019-08-11,Terra,59,12.2,0
41265,-14.5419,130.6609,341.7,2019-08-11,Terra,89,34.2,0
41266,-14.6882,131.638,338.9,2019-08-11,Terra,69,27.1,0
41267,-14.6895,131.6472,360.7,2019-08-11,Terra,100,73.4,0
41268,-14.6909,131.6564,375.8,2019-08-11,Terra,100,121.8,0
41269,-14.6922,131.6656,352.5,2019-08-11,Terra,96,53.8,0
41270,-14.5539,130.6783,325.2,2019-08-11,Terra,25,8.9,0
41271,-14.6411,130.7072,343.6,2019-08-11,Terra,90,39.2,0
41272,-14.6468,130.7449,323.4,2019-08-11,Terra,65,9.4,0
41273,-14.6559,130.7435,326.7,2019-08-11,Terra,55,12.4,0
41274,-14.6723,130.7345,326.6,2019-08-11,Terra,53,13.8,0
41275,-14.6799,130.7236,323.2,2019-08-11,Terra,56,9.8,0
41276,-14.689,130.7222,342.2,2019-08-11,Terra,89,36.4,0
41277,-14.6904,130.7316,327.6,2019-08-11,Terra,71,14.8,0
41278,-14.7596,130.7594,320.3,2019-08-11,Terra,56,8.1,0
41279,-15.687,137.04,339.7,2019-08-11,Terra,89,86.2,0
41280,-15.7131,137.0542,333.1,2019-08-11,Terra,39,55.4,0
41281,-15.7063,137.0487,330.0,2019-08-11,Terra,36,45.7,0
41282,-15.7183,137.0472,327.1,2019-08-11,Terra,72,41.3,0
41283,-15.5512,131.3108,319.9,2019-08-11,Terra,50,6.4,0
41284,-16.6523,142.0221,326.8,2019-08-11,Terra,72,161.9,0
41285,-16.6566,142.0647,331.8,2019-08-11,Terra,66,210.0,0
41286,-16.6697,142.1942,321.7,2019-08-11,Terra,32,111.6,0
41287,-16.5928,142.1507,317.5,2019-08-11,Terra,39,76.8,0
41288,-15.0942,129.8264,338.5,2019-08-11,Terra,87,36.6,0
41289,-15.0958,129.8363,333.0,2019-08-11,Terra,82,27.1,0
41290,-15.1082,129.9157,325.1,2019-08-11,Terra,72,15.0,0
41291,-15.1035,129.8248,354.5,2019-08-11,Terra,97,71.6,0
41292,-15.1051,129.8349,347.9,2019-08-11,Terra,93,55.1,0
41293,-16.652,142.0151,319.4,2019-08-11,Terra,24,90.2,0
41294,-16.656,142.0577,335.6,2019-08-11,Terra,87,262.6,0
41295,-16.6682,142.1873,324.2,2019-08-11,Terra,77,146.3,0
41296,-16.6737,142.0559,324.1,2019-08-11,Terra,52,130.4,0
41297,-15.1593,129.8156,327.0,2019-08-11,Terra,75,16.9,0
41298,-16.7269,142.0509,321.5,2019-08-11,Terra,67,112.9,0
41299,-15.2712,130.372,336.1,2019-08-11,Terra,68,23.7,0
41300,-15.2759,130.3419,330.1,2019-08-11,Terra,54,18.7,0
41301,-15.2774,130.3514,329.9,2019-08-11,Terra,28,17.3,0
41302,-15.2847,130.3993,331.6,2019-08-11,Terra,80,19.8,0
41303,-15.2865,130.35,321.1,2019-08-11,Terra,37,8.9,0
41304,-15.288,130.3596,322.0,2019-08-11,Terra,43,9.5,0
41305,-16.7269,142.0458,321.8,2019-08-11,Terra,74,117.3,0
41306,-15.3775,130.8876,328.0,2019-08-11,Terra,76,14.4,0
41307,-15.406,130.8927,323.8,2019-08-11,Terra,32,9.5,0
41308,-15.4136,130.8819,325.9,2019-08-11,Terra,65,11.9,0
41309,-15.4332,131.0125,388.9,2019-08-11,Terra,100,183.5,0
41310,-15.4346,131.0219,416.5,2019-08-11,Terra,100,358.0,0
41311,-15.436,131.0312,339.7,2019-08-11,Terra,88,30.5,0
41312,-15.4374,131.0405,328.9,2019-08-11,Terra,59,14.8,0
41313,-15.4401,131.0592,328.2,2019-08-11,Terra,71,14.7,0
41314,-15.4415,131.0685,322.4,2019-08-11,Terra,42,8.1,0
41315,-15.4478,131.0484,329.8,2019-08-11,Terra,74,17.4,0
41316,-15.4492,131.0578,324.1,2019-08-11,Terra,42,10.5,0
41317,-15.4409,130.8808,327.0,2019-08-11,Terra,72,13.2,0
41318,-15.4499,130.8793,321.9,2019-08-11,Terra,34,7.8,0
41319,-16.2766,136.94,320.9,2019-08-11,Terra,57,19.9,0
41320,-16.2787,136.9573,334.0,2019-08-11,Terra,84,56.6,0
41321,-15.5319,131.3043,318.9,2019-08-11,Terra,47,5.5,0
41322,-15.5333,131.3136,328.1,2019-08-11,Terra,77,15.3,0
41323,-16.2907,136.9557,329.2,2019-08-11,Terra,67,40.0,0
41324,-16.2948,136.9903,322.0,2019-08-11,Terra,49,19.1,0
41325,-15.5601,131.4325,327.8,2019-08-11,Terra,45,12.6,0
41326,-16.3026,136.9542,331.6,2019-08-11,Terra,68,46.4,0
41327,-16.594,142.1574,319.7,2019-08-11,Terra,71,99.1,0
41328,-16.2021,136.0448,324.0,2019-08-11,Terra,73,26.0,0
41329,-15.5794,131.439,326.6,2019-08-11,Terra,32,11.1,0
41330,-16.2133,136.0434,322.3,2019-08-11,Terra,51,21.9,0
41331,-16.2152,136.0581,325.9,2019-08-11,Terra,74,30.2,0
41332,-16.3238,136.83,322.1,2019-08-11,Terra,71,26.1,0
41333,-16.3386,136.9497,334.6,2019-08-11,Terra,85,59.4,0
41334,-15.506,130.8227,327.2,2019-08-11,Terra,53,12.2,0
41335,-15.5074,130.832,328.7,2019-08-11,Terra,66,13.8,0
41336,-16.2281,135.9819,315.9,2019-08-11,Terra,51,10.5,0
41337,-16.3357,136.8286,352.8,2019-08-11,Terra,96,139.4,0
41338,-16.3378,136.8456,327.0,2019-08-11,Terra,70,34.6,0
41339,-16.3485,136.9309,322.2,2019-08-11,Terra,59,20.6,0
41340,-16.3506,136.9482,342.2,2019-08-11,Terra,90,89.4,0
41341,-16.3528,136.9655,329.3,2019-08-11,Terra,80,40.1,0
41342,-15.5139,130.8154,319.8,2019-08-11,Terra,40,5.4,0
41343,-15.5153,130.8246,327.7,2019-08-11,Terra,77,14.0,0
41344,-15.6044,131.4197,321.0,2019-08-11,Terra,64,8.3,0
41345,-15.5201,130.7952,329.9,2019-08-11,Terra,79,17.2,0
41346,-15.5215,130.8045,329.1,2019-08-11,Terra,78,16.2,0
41347,-15.5229,130.8138,319.9,2019-08-11,Terra,50,5.8,0
41348,-16.3298,136.8235,338.7,2019-08-11,Terra,88,75.0,0
41349,-16.3318,136.8405,332.3,2019-08-11,Terra,83,51.0,0
41350,-16.3438,136.9432,336.0,2019-08-11,Terra,86,65.1,0
41351,-16.3458,136.9605,332.7,2019-08-11,Terra,84,53.0,0
41352,-16.3417,136.822,324.2,2019-08-11,Terra,75,31.5,0
41353,-16.3437,136.839,333.5,2019-08-11,Terra,84,57.7,0
41354,-16.3698,136.9575,336.5,2019-08-11,Terra,87,66.3,0
41355,-16.3719,136.9748,327.9,2019-08-11,Terra,79,36.1,0
41356,-16.3954,136.867,319.5,2019-08-11,Terra,36,16.9,0
41357,-15.5706,130.7008,323.9,2019-08-11,Terra,66,10.0,0
41358,-15.5726,130.6522,336.2,2019-08-11,Terra,85,26.4,0
41359,-15.574,130.6617,348.9,2019-08-11,Terra,94,49.0,0
41360,-15.5754,130.6712,337.3,2019-08-11,Terra,86,28.0,0
41361,-15.5768,130.6806,325.6,2019-08-11,Terra,38,11.4,0
